direction,bnss_section_id,bnss_title,crpc_section_id,crpc_title,bridge_kind,mapping_note
crpc_to_bnss,483,"Before conclusion of the trial and before disposal of the appeal, the Court",452,Order for disposal of property at conclusion of trial. —(1) When an inquiry or trial in any Criminal,auto,"shared_keywords=['conclusion', 'disposal', 'trial']; title_jaccard=0.38"
bnss_to_crpc,486,The amount of every bond executed under this Chapter shall be fixed with,440,Amount of bond and reduction thereof. —(1) The amount of every bond executed under this Chapter,auto,"shared_keywords=['amount', 'bond', 'chapter', 'executed']; title_jaccard=0.57"
crpc_to_bnss,486,The amount of every bond executed under this Chapter shall be fixed with,440,Amount of bond and reduction thereof. —(1) The amount of every bond executed under this Chapter,auto,"shared_keywords=['amount', 'bond', 'chapter', 'executed']; title_jaccard=0.57"
bnss_to_crpc,487,"Before any person is released on bail or released on his own bond, a bond for",441,"Bond of accused and sureties. —(1) Before any person is released on bail or released on his own bond, a",auto,"shared_keywords=['bail', 'before', 'bond', 'released']; title_jaccard=0.67"
crpc_to_bnss,487,"Before any person is released on bail or released on his own bond, a bond for",441,"Bond of accused and sureties. —(1) Before any person is released on bail or released on his own bond, a",auto,"shared_keywords=['bail', 'before', 'bond', 'released']; title_jaccard=0.67"
bnss_to_crpc,488,"Every person standing surety to an accused person for his release on bail, shall",441a,"Declaration by sureties.—Every person standing surety to an accused person for his release on bail,",auto,"shared_keywords=['accused', 'bail', 'release', 'standing', 'surety']; title_jaccard=0.71"
crpc_to_bnss,488,"Every person standing surety to an accused person for his release on bail, shall",441a,"Declaration by sureties.—Every person standing surety to an accused person for his release on bail,",auto,"shared_keywords=['accused', 'bail', 'release', 'standing', 'surety']; title_jaccard=0.71"
bnss_to_crpc,489,"As soon as the bond has been executed, the person for whose appearance it",442,"Discharge from custody.—(1) As soon as the bond has been executed, the person for whose appearance it",auto,"shared_keywords=['appearance', 'bond', 'executed', 'soon']; title_jaccard=0.67"
crpc_to_bnss,489,"As soon as the bond has been executed, the person for whose appearance it",442,"Discharge from custody.—(1) As soon as the bond has been executed, the person for whose appearance it",auto,"shared_keywords=['appearance', 'bond', 'executed', 'soon']; title_jaccard=0.67"
bnss_to_crpc,490,"If, through mistake, fraud or otherwise, insufficient sureties have been accepted,",443,"Power to order sufficient bail when that first taken is insufficient. —If, through mistake, fraud or",auto,"shared_keywords=['fraud', 'insufficient', 'mistake', 'through']; title_jaccard=0.36"
crpc_to_bnss,490,"If, through mistake, fraud or otherwise, insufficient sureties have been accepted,",443,"Power to order sufficient bail when that first taken is insufficient. —If, through mistake, fraud or",auto,"shared_keywords=['fraud', 'insufficient', 'mistake', 'through']; title_jaccard=0.36"
bnss_to_crpc,491,All or any sureties for the attendance and appearance of a person released on,444,Discharge of sureties. —(1) All or any sureties for the attendance and appearance of a person released on,auto,"shared_keywords=['appearance', 'attendance', 'released', 'sureties']; title_jaccard=0.80"
crpc_to_bnss,491,All or any sureties for the attendance and appearance of a person released on,444,Discharge of sureties. —(1) All or any sureties for the attendance and appearance of a person released on,auto,"shared_keywords=['appearance', 'attendance', 'released', 'sureties']; title_jaccard=0.80"
bnss_to_crpc,492,When any person is required by any Court or officer to execute a bond with or,445,Deposit instead of recognizance.—When any person is required by any Court or officer to execute a bond,auto,"shared_keywords=['bond', 'execute', 'officer', 'required']; title_jaccard=0.57"
crpc_to_bnss,492,When any person is required by any Court or officer to execute a bond with or,445,Deposit instead of recognizance.—When any person is required by any Court or officer to execute a bond,auto,"shared_keywords=['bond', 'execute', 'officer', 'required']; title_jaccard=0.57"
bnss_to_crpc,494,"Without prejudice to the provisions of section 493, where a bond under this",446a,"Cancellation of bond and bail bond. —Without prejudice to th e provisions of section 446, where a",auto,"shared_keywords=['bond', 'prejudice', 'provisions', 'without']; title_jaccard=0.67"
crpc_to_bnss,494,"Without prejudice to the provisions of section 493, where a bond under this",446a,"Cancellation of bond and bail bond. —Without prejudice to th e provisions of section 446, where a",auto,"shared_keywords=['bond', 'prejudice', 'provisions', 'without']; title_jaccard=0.67"
bnss_to_crpc,495,Appeal from orders under section,447,Procedure in case of insolvency of death of surety or when a bond is forfeited. —When any surety to a,manual,manual: insolvency/death of surety (CrPC §447 → BNSS §495)
crpc_to_bnss,495,Appeal from orders under section,447,Procedure in case of insolvency of death of surety or when a bond is forfeited. —When any surety to a,manual,manual: insolvency/death of surety (CrPC §447 → BNSS §495)
bnss_to_crpc,496,"When the person required by any Court, or officer to execute a bond is a minor,",448,"Bond required from minor.—When the person required by any Court, or officer to execute a bond is a",auto,"shared_keywords=['bond', 'execute', 'minor', 'officer', 'required']; title_jaccard=1.00"
crpc_to_bnss,496,"When the person required by any Court, or officer to execute a bond is a minor,",448,"Bond required from minor.—When the person required by any Court, or officer to execute a bond is a",auto,"shared_keywords=['bond', 'execute', 'minor', 'officer', 'required']; title_jaccard=1.00"
bnss_to_crpc,498,The High Court or Court of Sessions may direct any Magistrate to levy the,450,Power to direct levy of amount due on certain recognizance s.—The High Court or Court of Sessions,auto,"shared_keywords=['direct', 'high', 'levy', 'sessions']; title_jaccard=0.50"
crpc_to_bnss,498,The High Court or Court of Sessions may direct any Magistrate to levy the,450,Power to direct levy of amount due on certain recognizance s.—The High Court or Court of Sessions,auto,"shared_keywords=['direct', 'high', 'levy', 'sessions']; title_jaccard=0.50"
bnss_to_crpc,505,Whenever the seizure of property by any police officer is reported to a,457,Procedure by police upon seizure of property. —(1) Whenever the seizure of property by any police,auto,"shared_keywords=['police', 'property', 'seizure', 'whenever']; title_jaccard=0.67"
crpc_to_bnss,505,Whenever the seizure of property by any police officer is reported to a,457,Procedure by police upon seizure of property. —(1) Whenever the seizure of property by any police,auto,"shared_keywords=['police', 'property', 'seizure', 'whenever']; title_jaccard=0.67"
bnss_to_crpc,508,"Proceedings in wrong place.—No finding, sentence or order of any Criminal Court shall be set",460,Irregularities which do not vitiate proceedings. —If any Magistrate not empowered by law to do any of,manual,manual: irregularities not vitiating proceedings (CrPC §460 → BNSS §508)
crpc_to_bnss,508,"Proceedings in wrong place.—No finding, sentence or order of any Criminal Court shall be set",460,Irregularities which do not vitiate proceedings. —If any Magistrate not empowered by law to do any of,manual,manual: irregularities not vitiating proceedings (CrPC §460 → BNSS §508)
bnss_to_crpc,509,"If any Magistrate, not being empowered by law in this behalf, does any of the",461,"Irregularities which vitiate proce edings.—If any Magistrate, not being empowered by law in this behalf,",auto,"shared_keywords=['behalf', 'empowered', 'magistrate']; title_jaccard=0.38"
crpc_to_bnss,509,"If any Magistrate, not being empowered by law in this behalf, does any of the",461,"Irregularities which vitiate proce edings.—If any Magistrate, not being empowered by law in this behalf,",auto,"shared_keywords=['behalf', 'empowered', 'magistrate']; title_jaccard=0.38"
bnss_to_crpc,510,"No finding, sentence or order of any Criminal Court shall be set aside merely on",462,"Proceedings in wrong place. —No finding, sentence or order of any Criminal Court shall be set aside",auto,"shared_keywords=['aside', 'criminal', 'finding', 'sentence']; title_jaccard=0.50"
crpc_to_bnss,510,"No finding, sentence or order of any Criminal Court shall be set aside merely on",462,"Proceedings in wrong place. —No finding, sentence or order of any Criminal Court shall be set aside",auto,"shared_keywords=['aside', 'criminal', 'finding', 'sentence']; title_jaccard=0.50"
bnss_to_crpc,514,"No attachment made under this Sanhita shall be deemed unlawful, nor shall any",466,Defect or error not to make attachment unlawful. —No attachment made under this Code shall be,auto,"shared_keywords=['attachment', 'made', 'unlawful']; title_jaccard=0.38"
crpc_to_bnss,514,"No attachment made under this Sanhita shall be deemed unlawful, nor shall any",466,Defect or error not to make attachment unlawful. —No attachment made under this Code shall be,auto,"shared_keywords=['attachment', 'made', 'unlawful']; title_jaccard=0.38"
bnss_to_crpc,515,"For the purposes of this Chapter, unless the context otherwise requires, \""period",467,"Definitions. —For the purposes of this Chapter, unless the context oth erwise requires, “period of",auto,"shared_keywords=['chapter', 'context', 'period', 'purposes', 'requires', 'unless']; title_jaccard=0.67"
crpc_to_bnss,515,"For the purposes of this Chapter, unless the context otherwise requires, \""period",467,"Definitions. —For the purposes of this Chapter, unless the context oth erwise requires, “period of",auto,"shared_keywords=['chapter', 'context', 'period', 'purposes', 'requires', 'unless']; title_jaccard=0.67"
bnss_to_crpc,516,"Except as otherwise provided in this Sanhita, no Court shall take cognizance",468,Bar to taking cognizance after lapse of the period of limitation. —(1) Except as otherwise provided,auto,"shared_keywords=['cognizance', 'except', 'otherwise', 'provided']; title_jaccard=0.36"
crpc_to_bnss,516,"Except as otherwise provided in this Sanhita, no Court shall take cognizance",468,Bar to taking cognizance after lapse of the period of limitation. —(1) Except as otherwise provided,auto,"shared_keywords=['cognizance', 'except', 'otherwise', 'provided']; title_jaccard=0.36"
bnss_to_crpc,517,"The period of limitation, in relation to an offender, shall commence,",469,"Commencement of the period of limitation .—(1) The period of limitation, in relation to an offender,",auto,"shared_keywords=['limitation', 'offender', 'period', 'relation']; title_jaccard=0.67"
crpc_to_bnss,517,"The period of limitation, in relation to an offender, shall commence,",469,"Commencement of the period of limitation .—(1) The period of limitation, in relation to an offender,",auto,"shared_keywords=['limitation', 'offender', 'period', 'relation']; title_jaccard=0.67"
